species_1,species_2,n,mean,q5,q95,robust
Eternal Flower Floette,Gyarados,7,0.026476868630381453,-0.07111917089628461,0.12876735592007843,False
Ceruledge,Tyranitar,5,0.026415070280174677,-0.06855128234724267,0.13401497927192293,False
Grimmsnarl,Metagross,383,0.0262397183438632,-0.03832843348656992,0.09643682246440843,False
Gholdengo,Mamoswine,5,0.026037300190601166,-0.07566307286737294,0.1444906335461837,False
Heat Rotom,Tyranitar,26,0.026012666909478455,-0.06698536361605167,0.13312450453364494,False
Mawile,Sneasler,40,0.025915508896947784,-0.06758769754206924,0.13233694142070185,False
Pyroar,Raichu,5,0.025800896187998624,-0.05861640147256581,0.13029463202116132,False
Wash Rotom,Whimsicott,63,0.025709402137987968,-0.04131292647367331,0.1009540678043846,False
Kangaskhan,Sylveon,54,0.0256426086306998,-0.056135272941248586,0.10799534134213405,False
Primarina,Sableye,8,0.025627571323522193,-0.07503040674025585,0.13723089557156673,False
Mamoswine,Pyroar,31,0.0252840782378368,-0.06509934967030193,0.13427867911199753,False
Floette,Whimsicott,59,0.02511029316753384,-0.04284031419757619,0.10169671329525191,False
Sylveon,Torkoal,181,0.025108536124489805,-0.04857463501131483,0.10406527047919296,False
Garchomp,Kangaskhan,23,0.025085129886545966,-0.05526482131696959,0.11491225425100875,False
Garchomp,Mawile,111,0.025059612832292702,-0.053947528138893044,0.10557762239114274,False
Scrafty,Whimsicott,25,0.02471887696266649,-0.043507618690196356,0.10555040048009966,False
Alolan Ninetales,Toxapex,6,0.024713482837792358,-0.06489899825696059,0.13073539904353662,False
Hydreigon,Pelipper,44,0.024525465785352828,-0.06207435319915261,0.12006590668730219,False
Heat Rotom,Hydreigon,6,0.02451523728105403,-0.07089178019270212,0.1336337372392485,False
Annihilape,Hydreigon,6,0.024375874341768567,-0.07539543564449167,0.13039574606101745,False
Gallade,Torkoal,42,0.024340281194169967,-0.059628166592979745,0.11794192463699536,False
Garchomp,Scrafty,39,0.024198007325422086,-0.05232700640930375,0.1115305453548316,False
Houndstone,Tyranitar,48,0.02403703671197381,-0.0717657469873701,0.133749931511054,False
Kangaskhan,Scrafty,5,0.02396834890744002,-0.059963632746476765,0.11994307596688195,False
Metagross,Pelipper,374,0.02384184485478632,-0.033782613940276714,0.09389190525039014,False
Drampa,Grimmsnarl,6,0.023794925502710937,-0.08365273645835501,0.14018347025083014,False
Alolan Ninetales,Gengar,57,0.023786232083674426,-0.08076549933913435,0.14552359221887678,False
Mamoswine,Whimsicott,12,0.023707476689560112,-0.051227726778587335,0.11107857255095234,False
Annihilape,Garchomp,41,0.02365063037350962,-0.057098783832869975,0.10876950137876795,False
Dragalge,Grimmsnarl,17,0.023554369581189855,-0.09161613521047984,0.14389728499761084,False
Hisuian Typhlosion,Sylveon,5,0.02353669146192179,-0.06162538670688037,0.11659980834196355,False
Aerodactyl,Eternal Flower Floette,87,0.023486411848041074,-0.05868949034081869,0.11934654970929555,False
Annihilape,Torkoal,5,0.023470138817798275,-0.0665265300396363,0.12287109421912377,False
Basculegion,Charizard,824,0.023465688274953104,-0.033747454885162856,0.08625080408159233,False
Excadrill,Sinistcha,53,0.02343692395247354,-0.07428781280634138,0.1281124357496757,False
Pyroar,Whimsicott,137,0.02335395288087854,-0.0526171690858606,0.10965755324540982,False
Archaludon,Pelipper,1060,0.02327728447887404,-0.05675754729847124,0.10749748799768209,False
Glimmora,Scovillain,5,0.023224925448883996,-0.07152739127196861,0.12897692388026996,False
Klefki,Sinistcha,6,0.02318433967965025,-0.08666146893171318,0.1489336684306235,False
Maushold,Talonflame,26,0.023177795407086768,-0.047481176961990015,0.11126011549373098,False
Clefable,Kingambit,29,0.023138108977352186,-0.07647031215998286,0.1346871394785812,False
Alolan Ninetales,Delphox,26,0.02309386629434561,-0.06353306244205865,0.1219608016504131,False
Barbaracle,Sylveon,5,0.02298327171223591,-0.06119504338854532,0.11843067086628119,False
Eternal Flower Floette,Incineroar,516,0.02295404379132831,-0.03204739343371387,0.09021030189280169,False
Gallade,Mawile,43,0.022953056253191183,-0.06370838630226822,0.11976160431518681,False
Aerodactyl,Annihilape,15,0.022789780919068314,-0.06027422328265445,0.11500284908279872,False
Gardevoir,Talonflame,21,0.02270129604238388,-0.05286425357150193,0.11634697188610289,False
Charizard,Hisuian Typhlosion,10,0.022604062259104617,-0.0781713548566931,0.12778972829084506,False
Gallade,Pyroar,14,0.022574904583620353,-0.0666259477836281,0.12133377162352399,False
Metagross,Swampert,328,0.022517927735551932,-0.036536736915304305,0.09454666532165393,False
Charizard,Tsareena,9,0.022502266374324877,-0.06968079913227908,0.12564650232603283,False
Farigiraf,Raichu,86,0.022492983763833952,-0.05742134115691156,0.1159380146492361,False
Garchomp,Heat Rotom,76,0.02243877421290616,-0.05838971737036268,0.11303948324254726,False
Excadrill,Gholdengo,16,0.022360341055913276,-0.07037867048955286,0.12736943787106217,False
Mamoswine,Scrafty,39,0.02235413945519359,-0.062358118724044245,0.11702662085056077,False
Froslass,Hydreigon,32,0.022348115088711488,-0.07221093739014943,0.12396492966466095,False
Delphox,Gyarados,12,0.022209105354737524,-0.06099180728478823,0.12482851349745755,False
Hatterene,Kingambit,10,0.022208191674794663,-0.08544460390902327,0.1379581695639315,False
Blaziken,Gyarados,9,0.021994288939097606,-0.07816354849407363,0.12956867942218375,False
Grimmsnarl,Ninetales,9,0.02198376397703033,-0.08862470545990533,0.13611798369341696,False
Basculegion,Pyroar,119,0.02191329027613206,-0.04215603559609142,0.10037222065929732,False
Milotic,Sableye,9,0.021905026929961737,-0.06719738319327379,0.12067221919428915,False
Floette,Garchomp,44,0.021862210685998563,-0.05499935397893985,0.11643502759663281,False
Houndstone,Scovillain,15,0.021853845260038463,-0.07529613183232717,0.13372563641320476,False
Pyroar,Torkoal,127,0.021814600884423867,-0.05962661369654728,0.10988630870473363,False
Scrafty,Vileplume,42,0.021751021230920226,-0.05501685695334267,0.11349667735118328,False
Gardevoir,Maushold,35,0.0217308418391531,-0.05414776889328698,0.11859218247647207,False
Excadrill,Scovillain,25,0.02172539832089222,-0.0662081813830385,0.12454368952722683,False
Garchomp,Whimsicott,1281,0.021612562133449024,-0.03462155785664038,0.08563205615530187,False
Aerodactyl,Basculegion,292,0.021510988398989683,-0.03589755207712229,0.08942477185448389,False
Charizard,Eternal Flower Floette,428,0.02145974464000549,-0.053972053131739424,0.1031449102693982,False
Annihilape,Swampert,16,0.021403343198107647,-0.07075958237879862,0.12619715888558886,False
Mawile,Whimsicott,86,0.021304658684185265,-0.05147447926084146,0.0990662724956289,False
Staraptor,Tyranitar,52,0.021301868459779362,-0.05155929577594241,0.10781424846908516,False
Kingambit,Volcarona,10,0.021165502024657345,-0.08499728123282368,0.13630474436626677,False
Gholdengo,Glimmora,12,0.0211470284738298,-0.0835474173238225,0.13359219685600088,False
Aerodactyl,Sneasler,132,0.021110407522632775,-0.05310703071192099,0.10853181774724088,False
Froslass,Garchomp,145,0.021066148611777327,-0.05307352258611251,0.10323626265174585,False
Sneasler,Snorlax,8,0.020848471575742166,-0.08050642814037699,0.1270445999471246,False
Annihilape,Venusaur,8,0.02071804278810887,-0.05163349325187821,0.1071685885025349,False
Dragonite,Sableye,23,0.02066843635288694,-0.06608261766516274,0.12097696300118883,False
