team,n,mean,q5,q95
Pyroar / Vileplume / Torkoal / Incineroar / Eternal Flower Floette / Farigiraf,7,1.3535791365320162,0.938591690008417,1.798513988935433
Charizard / Whimsicott / Garchomp / Basculegion / Gholdengo / Incineroar,10,1.3456884123099775,0.9991462482869178,1.6914199870980442
Charizard / Eternal Flower Floette / Garchomp / Basculegion / Incineroar / Whimsicott,5,1.3454389122269428,1.0203225843006793,1.6881366326806013
Delphox / Garchomp / Sneasler / Kingambit / Sinistcha / Alolan Ninetales,7,1.3444056073724844,0.8788464938431558,1.8111617041272667
Torkoal / Farigiraf / Sylveon / Kingambit / Appletun / Kangaskhan,6,1.340946772754569,0.8581052597519323,1.8247966470251469
Mawile / Farigiraf / Whimsicott / Garchomp / Basculegion / Charizard,7,1.317911811394658,0.9451923254689136,1.6950999392495207
Swampert / Grimmsnarl / Pelipper / Archaludon / Sinistcha / Metagross,8,1.3152906990112796,0.9993679804190855,1.6485595962003226
Gholdengo / Charizard / Sneasler / Whimsicott / Basculegion / Garchomp,6,1.3115573793602255,0.9315166604074151,1.6896646211473278
Kingambit / Charizard / Farigiraf / Aerodactyl / Sylveon / Garchomp,5,1.2934251858152135,0.9488557216061945,1.626488046122956
Swampert / Grimmsnarl / Archaludon / Pelipper / Staraptor / Sinistcha,6,1.2781288074158075,0.8773476396579766,1.6764968610469335
Raichu / Mawile / Sinistcha / Ceruledge / Milotic / Incineroar,25,1.2719312644281544,0.9088613844357167,1.6446115080348298
Charizard / Sylveon / Garchomp / Kingambit / Aerodactyl / Farigiraf,5,1.2588537117236287,0.9087113790983546,1.6073057697153394
Raichu / Kingambit / Mamoswine / Ceruledge / Gyarados / Clefable,6,1.2533614622865608,0.7885534531228285,1.7579162173412148
Dragonite / Basculegion / Scizor / Archaludon / Pelipper / Incineroar,5,1.2513975665344355,0.7659970222834371,1.757759494066535
Metagross / Sneasler / Hydreigon / Incineroar / Aerodactyl / Eternal Flower Floette,8,1.2390697526957628,0.8193789612289764,1.665906580635248
Raichu / Gholdengo / Garchomp / Eternal Flower Floette / Whimsicott / Basculegion,11,1.2348538147732209,0.8764900871920034,1.598471495999567
Pyroar / Ninetales / Whimsicott / Eternal Flower Floette / Basculegion / Farigiraf,13,1.2306830722930768,0.887230682686266,1.5856437833324035
Staraptor / Houndstone / Tyranitar / Wash Rotom / Excadrill / Venusaur,7,1.230309351599803,0.7711691797519424,1.6851191135868893
Swampert / Grimmsnarl / Pelipper / Archaludon / Sinistcha / Metagross,5,1.2239205487534999,0.9121674955821789,1.5449164117424767
Delphox / Garchomp / Azumarill / Sinistcha / Incineroar / Glimmora,5,1.2198838511631538,0.6907477857494182,1.8045640317005147
Pyroar / Whimsicott / Basculegion / Ninetales / Farigiraf / Eternal Flower Floette,14,1.2179274033402077,0.8835247262721143,1.5683714437943221
Pelipper / Sneasler / Archaludon / Swampert / Sinistcha / Grimmsnarl,5,1.2139034429504476,0.8136751562994483,1.6050762079765957
Charizard / Whimsicott / Garchomp / Sneasler / Basculegion / Sylveon,5,1.1864400048943593,0.8227488803413342,1.558398965130797
Basculegion / Gholdengo / Whimsicott / Eternal Flower Floette / Garchomp / Raichu,8,1.172101837428257,0.8183654028522114,1.5259153974483113
Charizard / Aerodactyl / Garchomp / Basculegion / Kingambit / Sylveon,5,1.1475001261516686,0.8335286114352656,1.4729880407403042
Torkoal / Farigiraf / Sylveon / Kingambit / Vileplume / Kangaskhan,6,1.1334983718415448,0.7189434830603759,1.5649320774844995
Eternal Flower Floette / Sneasler / Sinistcha / Incineroar / Grimmsnarl / Wash Rotom,5,1.1113547035227453,0.6364721496475408,1.5876194018436125
Hydreigon / Garchomp / Metagross / Charizard / Grimmsnarl / Toxapex,32,1.109485318192955,0.7919292448456462,1.440263510968746
Scrafty / Vileplume / Staraptor / Farigiraf / Sylveon / Torkoal,8,1.1065840764223465,0.7158913153920624,1.5095269917916434
Pyroar / Whimsicott / Ninetales / Farigiraf / Basculegion / Floette,8,1.1023617193801223,0.7129298053921536,1.4992254993711698
Garchomp / Sneasler / Maushold / Delphox / Azumarill / Incineroar,5,1.078402622162787,0.5649568187735525,1.6231946279873513
Swampert / Eternal Flower Floette / Pelipper / Grimmsnarl / Sinistcha / Archaludon,14,1.0737320161512323,0.7206676042667853,1.4296362306113546
Gengar / Sylveon / Incineroar / Sneasler / Swampert / Politoed,5,1.0271804930391886,0.510883096959463,1.5920674823492917
Blaziken / Hydreigon / Basculegion / Whimsicott / Farigiraf / Metagross,8,0.9937638257192823,0.5947473568431434,1.3853458924658053
Blaziken / Aerodactyl / Kingambit / Basculegion / Sylveon / Torkoal,19,0.9889875286220601,0.6425750263407556,1.3460985946120947
Scrafty / Metagross / Mamoswine / Toxapex / Dragonite / Charizard,8,0.9840710107298694,0.48010226574732595,1.4918764938454603
Blaziken / Kingambit / Alolan Ninetales / Aerodactyl / Sylveon / Basculegion,5,0.966086181894467,0.5860375326960388,1.3446052237898076
Mawile / Torkoal / Vileplume / Farigiraf / Kangaskhan / Gallade,5,0.9210733966996133,0.46851237556337105,1.3876757398279795
Staraptor / Raichu / Farigiraf / Sinistcha / Whimsicott / Garchomp,6,0.8611056142575599,0.4162951013263193,1.320885709204995
Charizard / Eternal Flower Floette / Kingambit / Basculegion / Whimsicott / Garchomp,8,0.8544938590271911,0.42259444317267764,1.294759855943679
Archaludon / Sableye / Swampert / Pelipper / Sinistcha / Basculegion,8,0.7326794928022733,0.3278855417177733,1.1386674295955317
Golurk / Farigiraf / Torkoal / Oranguru / Venusaur / Staraptor,8,0.7214513215144857,0.1923788350625496,1.2714719127469505
Archaludon / Pelipper / Sableye / Basculegion / Dragonite / Sinistcha,6,0.6111571361301745,0.16739073174343863,1.0436310143581982
Sceptile / Heat Rotom / Basculegion / Aerodactyl / Garchomp / Eternal Flower Floette,6,0.6061622810342548,0.22593304478462467,1.0017112534248696
Charizard / Garchomp / Aerodactyl / Sylveon / Kingambit / Basculegion,8,0.5135278521548128,0.10717573759597879,0.9233911211517499
Sylveon / Raichu / Basculegion / Azumarill / Politoed / Gengar,8,0.37500425460822234,-0.20997469824907034,0.9340402928237429
Sinistcha / Sneasler / Archaludon / Swampert / Politoed / Grimmsnarl,9,0.17162305129285968,-0.45926128053149745,0.7738873127388467
Pelipper / Grimmsnarl / Raichu / Sinistcha / Eelektross / Garchomp,6,-0.058200962227739066,-0.5442483135499419,0.42322329033719025
