,mean,q5,q95,robust
Acrobatics,-0.0013536634744421123,-0.12111317031125705,0.11718543669121012,False
Sand Tomb,-0.00142477128844057,-0.12853047395982703,0.12007839336965916,False
Trop Kick,-0.0014968501063619064,-0.12020907704526718,0.11699154853580446,False
Waterfall,-0.0017242567975615985,-0.11543211627041891,0.10785415247510086,False
Power Trip,-0.0017568357763000325,-0.12834895875930344,0.11966226952581772,False
Sandstorm,-0.0018416530507007758,-0.11769886993258129,0.1128021743390978,False
Boomburst,-0.0018914092647478297,-0.1249399446205766,0.1228827663313235,False
Sludge Bomb,-0.0020519851035398066,-0.08873794475730065,0.08714860918043026,False
Spicy Extract,-0.0020640946154390177,-0.12802836766212405,0.12396078643272865,False
Ceaseless Edge,-0.0021937205448719606,-0.11867895611010813,0.11532141266952294,False
Double Team,-0.002246469019491591,-0.13484617870460683,0.1285664222667239,False
Eerie Spell,-0.0022940324323529617,-0.13040930496449865,0.12498610186458525,False
Teeter Dance,-0.002329056684373527,-0.1288082967088718,0.1296391627896065,False
Petal Blizzard,-0.002380903074706833,-0.1243321545372805,0.12264203955491598,False
Fire Spin,-0.0025311703409868196,-0.1253505832948568,0.12466555728386934,False
Wish,-0.002578847856860552,-0.1265771658249618,0.12334145978138267,False
Sing,-0.002771553571335473,-0.13197081089099005,0.12685075552916433,False
Giga Impact,-0.0027771816336585953,-0.12301157130343147,0.11877021373025633,False
Baneful Bunker,-0.0028902170341119516,-0.12199744248847559,0.11511926215373156,False
Infernal Parade,-0.003127979722655938,-0.126834829308795,0.11884485268554709,False
Blaze Kick,-0.003134204978397824,-0.1254567764367528,0.12005349012929473,False
Switcheroo,-0.0032939521670672985,-0.12324755708025668,0.11495867623211779,False
Steel Wing,-0.0033703535964049215,-0.12765197674599554,0.12188547266393548,False
Electric Terrain,-0.003399081110936998,-0.12769946447584168,0.11990985628528297,False
Extrasensory,-0.003419612462109094,-0.12048384576774526,0.11275889400519694,False
Stone Axe,-0.0034415340830154795,-0.127691845546436,0.12034228295762371,False
Temper Flare,-0.003713995210443289,-0.12955222271089384,0.12064265649267664,False
Assurance,-0.0038633389633060673,-0.12967859214785635,0.12221571321712642,False
Night Shade,-0.0038706037617388255,-0.12871469584515804,0.12065497000563374,False
Feather Dance,-0.004139346758951365,-0.12672566798823415,0.11546517379565263,False
Ice Spinner,-0.0047103702586857145,-0.12541828168299754,0.1190689195018436,False
Drill Peck,-0.004732154314538884,-0.13133547575440546,0.12206279245522553,False
Sleep Talk,-0.00484177569260714,-0.1350320718461752,0.12882730756847188,False
Brutal Swing,-0.004872122507776332,-0.13119494902674303,0.12381202131271082,False
Dual Wingbeat,-0.004889987920361117,-0.09313185624794706,0.08006087008729686,False
Copycat,-0.0049672774081143374,-0.128113717636797,0.11937427663862209,False
Lash Out,-0.005097183125273077,-0.1276237134274286,0.11677674169848754,False
Defog,-0.0051756558073330575,-0.12944398732661708,0.12261999444764701,False
Aura Wheel,-0.0053103026342284565,-0.12524331432275373,0.11323551184640265,False
Horn Drill,-0.005353452875398591,-0.1303941151909108,0.11958075614438339,False
Psyshield Bash,-0.005731139387416772,-0.134904700470322,0.1245505154204892,False
Moongeist Beam,-0.006080914718691505,-0.12439176690994486,0.1120930234660061,False
