team,n,mean,q5,q95
Swampert / Grimmsnarl / Pelipper / Archaludon / Sinistcha / Metagross,8,0.3318361401557922,0.1964096814393997,0.4737918987870216
Blaziken / Hydreigon / Basculegion / Whimsicott / Farigiraf / Metagross,8,0.32849319383502007,0.14876395463943481,0.5281658560037612
Pyroar / Whimsicott / Basculegion / Ninetales / Farigiraf / Eternal Flower Floette,14,0.3224299028515816,0.16614292189478874,0.4821579918265343
Charizard / Garchomp / Venusaur / Sylveon / Farigiraf / Incineroar,6,0.31753842562437057,0.14499753564596177,0.48557583838701246
Garchomp / Sneasler / Maushold / Delphox / Azumarill / Incineroar,5,0.3158985471725464,0.13849759474396706,0.500249969959259
Raichu / Gholdengo / Garchomp / Eternal Flower Floette / Whimsicott / Basculegion,11,0.3139370875060558,0.06594986245036125,0.5041022017598152
Excadrill / Tyranitar / Corviknight / Hydreigon / Scovillain / Houndstone,7,0.29631736397743225,0.05827809385955334,0.5056174620985984
Raichu / Kingambit / Mamoswine / Ceruledge / Gyarados / Clefable,6,0.28961192809045316,0.08714462146162988,0.4504221335053444
Staraptor / Houndstone / Tyranitar / Wash Rotom / Excadrill / Venusaur,7,0.24819433987140654,0.0731190238147974,0.4411539569497108
Pyroar / Whimsicott / Ninetales / Farigiraf / Basculegion / Floette,8,0.24713473930954932,0.0723909579217434,0.4430083766579628
Archaludon / Pelipper / Sableye / Basculegion / Dragonite / Sinistcha,6,0.24312930613756178,-0.016949331015348432,0.4461416885256767
Blaziken / Aerodactyl / Kingambit / Basculegion / Sylveon / Torkoal,19,0.23552341192960738,0.056170694157481195,0.38350428938865655
Golurk / Farigiraf / Torkoal / Oranguru / Venusaur / Staraptor,8,0.23376739837229252,0.02970449440181256,0.4763796791434287
Blaziken / Kingambit / Alolan Ninetales / Aerodactyl / Sylveon / Basculegion,5,0.1977238243818283,-0.014441668987274168,0.36461790055036525
Hydreigon / Garchomp / Metagross / Charizard / Grimmsnarl / Toxapex,32,0.12060533702373505,-0.021284637972712517,0.31010638177394856
Mawile / Torkoal / Vileplume / Farigiraf / Kangaskhan / Gallade,5,0.11849245473742485,-0.12109119929373263,0.28539810627698897
Gengar / Sylveon / Incineroar / Sneasler / Swampert / Politoed,5,0.11740145966410637,-0.05637279339134692,0.3026515781879424
Charizard / Sylveon / Garchomp / Kingambit / Aerodactyl / Farigiraf,5,0.08750585280358791,-0.04453699644654989,0.271701930463314
Sceptile / Heat Rotom / Basculegion / Aerodactyl / Garchomp / Eternal Flower Floette,6,0.07700166434049606,-0.09587301537394524,0.3001526340842246
Scrafty / Vileplume / Staraptor / Farigiraf / Sylveon / Torkoal,8,0.03967880785465241,-0.07356256209313869,0.17301235496997833
Charizard / Eternal Flower Floette / Kingambit / Basculegion / Whimsicott / Garchomp,8,-0.012328609898686409,-0.13995000571012498,0.09952955245971677
Staraptor / Raichu / Farigiraf / Sinistcha / Whimsicott / Garchomp,6,-0.017311498522758484,-0.2934518575668335,0.22238651514053343
Archaludon / Sableye / Swampert / Pelipper / Sinistcha / Basculegion,8,-0.03803819105029106,-0.2872361928224564,0.24022171422839164
Charizard / Garchomp / Aerodactyl / Sylveon / Kingambit / Basculegion,8,-0.3129615101218224,-0.4791772812604904,-0.178125885874033
Pelipper / Grimmsnarl / Raichu / Sinistcha / Eelektross / Garchomp,6,-0.4601477363705635,-0.648721206188202,-0.2026210919022561
Sylveon / Raichu / Basculegion / Azumarill / Politoed / Gengar,8,-1.1651447856426238,-1.4157490849494934,-0.9145267099142075
Sinistcha / Sneasler / Archaludon / Swampert / Politoed / Grimmsnarl,9,-1.3917188823223114,-1.6409029126167298,-0.9521601408720021
