,mean,sd,q5,q95
Trop Kick,-0.05074413750782977,0.13013294542517628,-0.2730778266106573,0.1577393277623256
Raging Bull,-0.05184676449723253,0.19872043195160385,-0.37013684683432657,0.2819545785496382
Twin Beam,-0.052353900615059554,0.06777808962960359,-0.16381246320482493,0.06029654010967562
X-Scissor,-0.05459978262756275,0.1973319439200491,-0.3901408811073818,0.2573063194952794
Ice Fang,-0.05534512931698954,0.08310580447575111,-0.18895466697682808,0.08091320960762807
Sleep Powder,-0.05562729476746878,0.06966530170262557,-0.1764195409056191,0.05918607295794839
Water Shuriken,-0.05619801883509431,0.21995165724174373,-0.41716518156287796,0.3023280470949227
Power Swap,-0.05739271996848062,0.2097397049108352,-0.3962676805405596,0.28788599172889157
Aqua Cutter,-0.05809350375842739,0.154561583101707,-0.3206945493081907,0.190663326445329
Dragon Darts,-0.059202411120107115,0.1723724744725225,-0.3503568660686404,0.22768545115831343
Supercell Slam,-0.06071220942582852,0.2107792081761667,-0.4025933124594295,0.29526334262917736
Light Screen,-0.060735971442792566,0.0752107554557984,-0.1869906852373494,0.06219369588119709
Quash,-0.06081124445656472,0.11847365971486487,-0.24886464416414308,0.13396942834037412
Body Press,-0.0618430471353888,0.07960396864448624,-0.19156567245337028,0.06914306303018297
Reflect Type,-0.06315925829422474,0.21610610280277026,-0.4133025143668419,0.3037700794609921
Tailwind,-0.06383248746094373,0.0457297497390693,-0.13261443284202465,0.012079914621094541
Alluring Voice,-0.06639066150384408,0.1875428819106261,-0.37318377643833617,0.2443372668663216
Dragon Pulse,-0.06645600514956036,0.07824280577481145,-0.19836969637757695,0.061549688015714844
Bullet Seed,-0.06976688958391274,0.20616523827590927,-0.4088121500250384,0.2629694388591788
Seed Bomb,-0.06981457926802617,0.2043721303306449,-0.4117706295650211,0.26467072289572957
Entrainment,-0.07016076354512739,0.19449441862945221,-0.38083345516447176,0.2680246386394967
Volt Switch,-0.07161973614253128,0.06263333772565807,-0.17679090318814633,0.028999623810968485
Solar Blade,-0.07173978639779119,0.20051878681584484,-0.4093580369029194,0.2469352520450717
Low Sweep,-0.07224298816436997,0.19867489059991783,-0.3865878000286646,0.26766360125974287
Accelerock,-0.07256959195462213,0.11238521155487964,-0.2657094711639618,0.11507420940762524
Sacred Sword,-0.07367599759322943,0.09796102020813079,-0.23636062934560437,0.07829304884949546
Tickle,-0.07399715075067202,0.11941468005459104,-0.27077318899841535,0.12322902676534118
Light of Ruin,-0.0743360307909954,0.07947595093545463,-0.20263044568684485,0.06438046916048275
Heavy Slam,-0.07523766246626112,0.14339180060555387,-0.30874048708099244,0.15446508091316488
Crunch,-0.0779622803997733,0.11326233809889677,-0.2602901740475008,0.10403063959316079
Aerial Ace,-0.0793912530367219,0.19061417432679048,-0.3949946993339607,0.21998455637398132
Iron Head,-0.0796652038768108,0.03865736118910723,-0.14334921444156506,-0.013009739529054437
Aurora Veil,-0.08007755374397493,0.0670629078266984,-0.18551966668321496,0.02752289087578324
Dire Claw,-0.08043180888775431,0.050862898158979,-0.16213524134754997,0.0025779027861440804
Lumina Crash,-0.08093575141336291,0.1842789673932677,-0.3753693231657933,0.22769153335161668
Jet Punch,-0.08169267892952303,0.15712550264776315,-0.3381169245206299,0.1767262046097655
Focus Punch,-0.0817307877066495,0.22119426675232,-0.4557363598230678,0.265785913197733
Muddy Water,-0.08185760920386465,0.07971919690779537,-0.21109616263670325,0.05296581605687703
Focus Blast,-0.08448758618880081,0.06718063180106981,-0.19100671272677547,0.026232053146638793
Blast Burn,-0.08460630653124705,0.2224433367977948,-0.441613560493894,0.3012831527630357
Follow Me,-0.08462694087590325,0.06521161729404992,-0.1886753588122255,0.022095921498313374
Infestation,-0.08498277304733894,0.11198978716118778,-0.25945107736074335,0.10451512472020497
Hex,-0.08500720431364538,0.16985217180449566,-0.3496163666618332,0.18927205339608663
Gigaton Hammer,-0.08609993532005855,0.1545328086693284,-0.3436414273736112,0.16470161107878253
Expanding Force,-0.08697100902443118,0.13941031057225337,-0.3064692135766616,0.1455089609364615
Shadow Claw,-0.0879750429228006,0.1379867807825914,-0.3223343284107116,0.14160721656702965
Speed Swap,-0.0884370455866879,0.21013869062347462,-0.43125877876092006,0.25447545597847787
Heal Pulse,-0.08854243089195346,0.18886213544655014,-0.39562429908869184,0.22855343604215
Surf,-0.08897101312222633,0.15722795565589837,-0.3604207689354194,0.16528570458981628
Synthesis,-0.08929346590360339,0.19143484267776087,-0.406644164012601,0.2172568890393921
Glare,-0.0913916593942103,0.21287676353777518,-0.4476463072487484,0.23829805209621766
Moonblast,-0.0915843454913507,0.04131389063212316,-0.15748630001088873,-0.021783064564130337
Sheer Cold,-0.09165309035982466,0.19677844852808857,-0.4063011186797547,0.22051818722615804
Baneful Bunker,-0.09291811208328432,0.10534559597455963,-0.2617416468457389,0.08428921208386676
Sludge Wave,-0.09826635709076377,0.17503702521021666,-0.37769762759892217,0.20154077426487005
Play Rough,-0.09907440380786285,0.06122632404504256,-0.19154490172593774,-1.7606640151901608e-05
Razor Shell,-0.10042286598396476,0.2130424733966744,-0.469873755936798,0.24756992303600028
Clangorous Soul,-0.10124694840783853,0.13306272084545748,-0.3108254801410917,0.11768284371706081
Taunt,-0.1013950583535243,0.061324312201907205,-0.20305025145744715,0.003978064689308057
Draco Meteor,-0.11010111101262708,0.054116669404589056,-0.19637414279043922,-0.017276853624418075
Wood Hammer,-0.11037480818923177,0.18531635673178287,-0.40101426007985447,0.21445136317873606
Psycho Cut,-0.11081475637304326,0.11062149890788707,-0.2844679947783086,0.06770582660585095
Air Slash,-0.11148055254181705,0.10590000412074005,-0.2877822503796379,0.0645596522208463
Icy Wind,-0.11433206235921345,0.07261658063288738,-0.23352633701565823,0.00031435597780036015
Outrage,-0.11536321865939346,0.15711450639105223,-0.3585252330054676,0.13657899742779278
Baton Pass,-0.11584055115923775,0.16552861158812496,-0.39027483733881935,0.1612655068860098
Dynamic Punch,-0.11674184469913004,0.2054213525504111,-0.47831900640787095,0.19915663415863044
Toxic Spikes,-0.11977564534858903,0.21587388908108052,-0.4753942479906225,0.23247920147944595
Flamethrower,-0.120925570525337,0.07647492799883174,-0.24850841714348665,0.005255692831580599
U-turn,-0.12242505505255533,0.07206780385122395,-0.2411917126875369,-0.004098776917939528
Scale Shot,-0.12759081205633518,0.15483645876527166,-0.38343182207099474,0.13231022923862434
Solar Beam,-0.12900972482631293,0.054751935500022476,-0.21557006689164915,-0.04307965131505447
Brick Break,-0.13040786060436343,0.08479540595684305,-0.2723954219198351,0.009025776624197238
Rock Tomb,-0.13458807020873756,0.08125987785574712,-0.26098941114524377,0.002415526504992025
Energy Ball,-0.1352532107963351,0.06806140568749705,-0.24807290440188434,-0.02341894993919928
Last Respects,-0.13705436969464793,0.05724032995003045,-0.23353269303981414,-0.04858693035079153
Life Dew,-0.13739645946536616,0.05765684032306277,-0.2306113589092424,-0.046478885677809216
Leech Seed,-0.13788275801383468,0.10887235572766102,-0.3079823371189958,0.04714351944066679
Flip Turn,-0.14408461392351088,0.05107885793242613,-0.2275714242861338,-0.06224011492352233
Triple Axel,-0.14479026588702543,0.08545047472181384,-0.286540800754402,-0.00601260351718723
Drain Punch,-0.1468982314281638,0.06853199909614172,-0.26144055471915484,-0.03516780428330755
Dragon Rush,-0.15205883205433726,0.20979848108632698,-0.5038992402949976,0.19292180184241975
Discharge,-0.1543849729930911,0.10762252967295557,-0.32669001876528525,0.022270084585635386
Beat Up,-0.15489697554165244,0.1192627467882897,-0.3525160579450328,0.040958189858964836
Endeavor,-0.15642264743055354,0.17738297607575673,-0.45583337947374364,0.12860346138905207
Recover,-0.16458587791557153,0.1084030948652892,-0.3536224599165877,-0.0021935756014097104
Hydro Pump,-0.16798799349544852,0.07067465673088794,-0.28241797163786214,-0.05048979861673662
Icicle Spear,-0.17099556414518563,0.19920542608579522,-0.4933643717698319,0.17351797911480255
Avalanche,-0.17205877232921865,0.19866317597582514,-0.49698719048481077,0.15902032533006136
Trick,-0.17236421288538936,0.11700463181153241,-0.3733912093256833,0.024148483665346145
Disable,-0.17422469052183345,0.08591088331652856,-0.3181120277255751,-0.03844577474549071
Thunder Wave,-0.17545904888624642,0.13209190498181986,-0.3995260570119668,0.04474294879845584
Zen Headbutt,-0.1873119270286225,0.14737764670653186,-0.4380591191437731,0.05250007329637552
Worry Seed,-0.18798646546063108,0.1732471139811476,-0.4934503041421979,0.08746048734510616
Ally Switch,-0.1967986010280039,0.130434784610573,-0.41190081917746996,0.024944239056295607
Giga Drain,-0.2067675404689269,0.05504555568690522,-0.30118525322943285,-0.12064486476586138
Stone Edge,-0.21373477935491791,0.15273622599978226,-0.4676690264347456,0.03720075840494358
Poltergeist,-0.22666105240291975,0.11622115137720684,-0.4168139564072683,-0.03689802149903042
Ice Beam,-0.2295885223044018,0.06938241313697795,-0.3449552508318633,-0.12000372623926911
Liquidation,-0.23679032271663267,0.06716773603057206,-0.3478506651233885,-0.128239894704906
Fire Blast,-0.2557971782402,0.14601299536303664,-0.5062675230495354,-0.014905585862411076
Meteor Mash,-0.27830359796742965,0.10150474223302863,-0.4510426982033974,-0.11824076677160988
Thunder,-0.32785037440992243,0.13526469896957047,-0.5460396285601206,-0.10231538579977685
